No,x,y,avg_M_x,avg_M_y,avg_M_z,avg_M_tot,z
836.0,8.0,0.0,-8.372,-14.129,-37.905,41.31,0
838.0,8.0,0.0,-9.781,-13.568,-37.074,40.673,0
839.0,8.0,0.0,-8.935,-13.705,-37.241,40.676,0
842.0,8.0,0.0,-9.348,-14.574,-37.909,41.676,0
844.0,8.0,0.0,-8.923,-14.429,-37.577,41.229,0
846.0,8.0,0.0,-9.069,-13.853,-37.077,40.606,0
847.0,8.0,0.0,-8.638,-13.856,-36.581,40.06,0
848.0,8.0,0.0,-9.914,-14.004,-37.243,41.006,0
849.0,8.0,0.0,-9.952,-13.262,-38.393,41.821,0
851.0,8.0,0.0,-9.626,-14.006,-36.913,40.637,0
853.0,8.0,0.0,-9.376,-12.837,-37.068,40.333,0
857.0,8.0,0.0,-9.069,-13.853,-37.077,40.606,0
862.0,8.0,0.0,-9.896,-14.732,-37.25,41.261,0
865.0,8.0,0.0,-9.068,-14.141,-37.41,41.008,0
866.0,8.0,0.0,-9.765,-13.865,-36.581,40.321,0
869.0,8.0,0.0,-8.491,-14.002,-36.417,39.929,0
870.0,8.0,0.0,-8.083,-13.845,-37.077,40.394,0
872.0,8.0,0.0,-8.647,-13.85,-37.077,40.513,0
873.0,8.0,0.0,-9.23,-13.984,-38.4,41.896,0
874.0,8.0,0.0,-9.639,-13.711,-37.241,40.838,0
875.0,8.0,0.0,-9.177,-14.736,-36.424,40.349,0
877.0,8.0,0.0,-9.23,-13.984,-38.4,41.896,0
878.0,8.0,0.0,-8.645,-14.137,-37.41,40.916,0
880.0,8.0,0.0,-9.097,-13.548,-38.231,41.568,0
881.0,8.0,0.0,-9.371,-13.842,-38.233,41.728,0
883.0,8.0,0.0,-9.227,-13.27,-37.237,40.594,0
884.0,8.0,0.0,-8.509,-14.419,-38.073,41.592,0
887.0,8.0,0.0,-10.061,-13.858,-37.407,41.141,0
894.0,8.0,0.0,-9.344,-14.147,-37.079,40.772,0
901.0,9.0,0.0,-8.915,-13.718,-36.084,39.62,0
903.0,9.0,0.0,-9.312,-14.884,-36.26,40.287,0
906.0,9.0,0.0,-9.358,-13.565,-37.074,40.572,0
908.0,9.0,0.0,-9.195,-14.008,-36.417,40.087,0
911.0,9.0,0.0,-9.313,-14.597,-35.927,39.882,0
912.0,9.0,0.0,-8.893,-14.019,-35.261,38.974,0
914.0,9.0,0.0,-9.073,-13.135,-36.245,39.605,0
916.0,9.0,0.0,-8.492,-13.715,-36.084,39.526,0
921.0,9.0,0.0,-9.622,-14.438,-37.247,41.09,0
922.0,9.0,0.0,-9.754,-13.873,-35.921,39.722,0
927.0,9.0,0.0,-8.879,-15.174,-36.097,40.151,0
928.0,9.0,0.0,-10.158,-14.748,-36.093,40.292,0
929.0,9.0,0.0,-8.48,-14.439,-36.421,40.086,0
933.0,9.0,0.0,-8.881,-14.743,-35.598,39.54,0
935.0,9.0,0.0,-8.467,-14.734,-36.093,39.893,0
936.0,9.0,0.0,-9.22,-12.989,-36.408,39.74,0
937.0,9.0,0.0,-8.899,-14.015,-35.591,39.273,0
938.0,9.0,0.0,-9.196,-13.721,-36.084,39.685,0
940.0,9.0,0.0,-9.33,-14.157,-36.253,40.022,0
941.0,9.0,0.0,-10.176,-14.02,-36.087,40.03,0
943.0,9.0,0.0,-8.474,-14.443,-36.091,39.786,0
944.0,9.0,0.0,-10.002,-14.9,-35.434,39.719,0
951.0,9.0,0.0,-9.634,-13.714,-36.91,40.537,0
953.0,9.0,0.0,-8.924,-12.997,-35.582,38.919,0
955.0,9.0,0.0,-9.222,-13.274,-36.907,40.291,0
957.0,9.0,0.0,-10.44,-14.607,-35.927,40.163,0
958.0,9.0,0.0,-9.017,-14.605,-35.101,39.073,0
959.0,9.0,0.0,-9.35,-14.143,-37.41,41.072,0
960.0,9.0,0.0,-10.065,-13.14,-36.575,40.146,0
961.0,9.0,0.0,-8.639,-13.569,-36.248,39.657,0
962.0,9.0,0.0,-9.36,-13.134,-36.575,39.973,0
964.0,9.0,0.0,-9.326,-14.875,-37.086,41.031,0
967.0,9.0,0.0,-10.19,-14.01,-36.913,40.776,0
968.0,9.0,0.0,-9.309,-14.17,-35.097,38.978,0
969.0,9.0,0.0,-10.036,-14.877,-37.416,41.497,0
970.0,9.0,0.0,-9.344,-14.147,-37.079,40.772,0
971.0,9.0,0.0,-8.639,-13.569,-36.248,39.657,0
975.0,9.0,0.0,-9.612,-14.015,-36.087,39.888,0
976.0,9.0,0.0,-8.922,-14.0,-36.913,40.474,0
977.0,9.0,0.0,-10.01,-14.894,-35.929,40.162,0
978.0,9.0,0.0,-9.344,-14.147,-37.079,40.772,0
982.0,9.0,0.0,-8.613,-14.875,-36.59,40.426,0
984.0,9.0,0.0,-9.315,-15.311,-37.089,41.193,0
985.0,9.0,0.0,-9.9,-14.014,-36.417,40.257,0
990.0,9.0,0.0,-9.882,-14.742,-36.424,40.517,0
991.0,9.0,0.0,-9.6,-14.739,-36.424,40.449,0
992.0,9.0,0.0,-10.602,-14.45,-36.917,41.037,0
993.0,9.0,0.0,-9.186,-14.73,-36.919,40.797,0
995.0,9.0,0.0,-9.871,-15.178,-36.427,40.679,0
997.0,9.0,0.0,-9.193,-14.439,-36.917,40.692,0
1005.0,10.0,0.0,-6.988,-11.381,-35.403,37.838,0
1007.0,10.0,0.0,-6.96,-11.686,-34.249,36.851,0
1010.0,10.0,0.0,-6.84,-11.527,-35.239,37.702,0
1011.0,10.0,0.0,-7.671,-11.688,-34.58,37.299,0
1014.0,10.0,0.0,-6.66,-12.411,-34.256,37.039,0
1015.0,10.0,0.0,-7.514,-12.556,-34.918,37.86,0
1016.0,10.0,0.0,-6.858,-10.799,-35.233,37.484,0
1017.0,10.0,0.0,-7.514,-11.984,-34.087,36.905,0
1018.0,10.0,0.0,-7.66,-12.124,-34.584,37.439,0
1020.0,10.0,0.0,-6.984,-10.954,-34.573,36.934,0
1022.0,10.0,0.0,-6.993,-10.376,-34.238,36.453,0
1025.0,10.0,0.0,-8.118,-10.672,-34.571,37.081,0
1029.0,10.0,0.0,-6.702,-10.952,-34.573,36.881,0
1030.0,10.0,0.0,-6.96,-11.686,-34.249,36.851,0
1031.0,10.0,0.0,-7.117,-11.962,-35.573,38.2,0
1032.0,10.0,0.0,-6.996,-11.375,-35.899,38.302,0
1033.0,10.0,0.0,-6.988,-11.381,-35.403,37.838,0
1035.0,10.0,0.0,-8.079,-12.846,-35.416,38.53,0
1037.0,10.0,0.0,-7.421,-10.948,-35.4,37.79,0
1039.0,10.0,0.0,-7.498,-12.281,-33.594,36.545,0
1040.0,10.0,0.0,-8.537,-11.537,-35.57,38.356,0
1041.0,10.0,0.0,-6.964,-12.113,-35.079,37.759,0
1043.0,10.0,0.0,-7.552,-11.242,-35.237,37.75,0
1049.0,10.0,0.0,-8.224,-12.558,-35.248,38.312,0
1050.0,10.0,0.0,-8.134,-10.948,-35.895,38.399,0
1051.0,10.0,0.0,-8.128,-11.668,-36.562,39.23,0
1054.0,10.0,0.0,-7.703,-10.378,-34.569,36.905,0
1056.0,10.0,0.0,-7.848,-11.235,-36.063,38.579,0
1057.0,10.0,0.0,-6.261,-11.676,-34.58,37.031,0
1059.0,10.0,0.0,-6.715,-11.373,-35.899,38.251,0
1061.0,10.0,0.0,-6.948,-12.41,-34.586,37.396,0
1064.0,10.0,0.0,-8.083,-12.128,-34.584,37.529,0
1065.0,10.0,0.0,-6.702,-12.097,-36.235,38.785,0
1069.0,10.0,0.0,-7.648,-12.132,-33.923,36.83,0
1070.0,10.0,0.0,-8.116,-11.676,-35.901,38.615,0
1072.0,10.0,0.0,-7.671,-11.688,-34.58,37.299,0
1073.0,10.0,0.0,-8.648,-12.418,-35.082,38.206,0
1076.0,10.0,0.0,-8.108,-11.681,-35.406,38.155,0
1078.0,10.0,0.0,-8.361,-12.848,-35.416,38.591,0
1079.0,10.0,0.0,-8.512,-12.556,-35.579,38.678,0
1081.0,10.0,0.0,-7.667,-12.406,-35.412,38.298,0
1082.0,10.0,0.0,-6.835,-11.96,-35.573,38.148,0
1083.0,10.0,0.0,-7.54,-11.966,-35.574,38.282,0
1085.0,10.0,0.0,-7.14,-10.802,-35.233,37.537,0
1086.0,10.0,0.0,-7.091,-12.552,-34.918,37.777,0
1088.0,10.0,0.0,-7.653,-12.416,-34.586,37.535,0
1089.0,10.0,0.0,-8.14,-10.944,-36.226,38.708,0
1093.0,10.0,0.0,-7.816,-11.972,-35.243,38.033,0
1094.0,10.0,0.0,-7.387,-12.116,-35.079,37.841,0
1099.0,10.0,0.0,-8.277,-11.234,-36.393,38.977,0
1109.0,11.0,0.0,-8.844,-6.416,-37.839,39.384,0
1110.0,11.0,0.0,-9.103,-6.863,-37.182,38.89,0
1111.0,11.0,0.0,-9.513,-7.878,-37.851,39.815,0
1112.0,11.0,0.0,-9.105,-6.576,-36.849,38.522,0
1114.0,11.0,0.0,-9.385,-6.866,-37.182,38.958,0
1115.0,11.0,0.0,-8.546,-6.711,-37.345,38.894,0
1116.0,11.0,0.0,-9.79,-7.597,-37.188,39.198,0
1117.0,11.0,0.0,-8.778,-8.179,-36.532,38.452,0
1119.0,11.0,0.0,-9.236,-6.727,-36.52,38.265,0
1126.0,11.0,0.0,-8.503,-8.458,-37.361,39.238,0
1128.0,11.0,0.0,-9.111,-6.572,-37.179,38.839,0
1130.0,11.0,0.0,-8.53,-7.152,-37.019,38.656,0
1131.0,11.0,0.0,-7.831,-7.142,-37.349,38.824,0
1133.0,11.0,0.0,-9.937,-7.451,-37.352,39.363,0
1134.0,11.0,0.0,-9.098,-7.296,-37.516,39.287,0
1135.0,11.0,0.0,-8.518,-7.876,-37.355,39.115,0
1138.0,11.0,0.0,-8.366,-7.595,-36.362,38.077,0
1139.0,11.0,0.0,-9.124,-6.277,-37.507,39.108,0
1140.0,11.0,0.0,-8.808,-7.872,-37.851,39.652,0
1141.0,11.0,0.0,-8.844,-6.416,-37.839,39.384,0
1142.0,11.0,0.0,-8.844,-6.416,-37.839,39.384,0
1144.0,11.0,0.0,-9.249,-7.148,-37.845,39.609,0
1145.0,11.0,0.0,-8.821,-6.432,-36.517,38.114,0
1148.0,11.0,0.0,-9.118,-6.281,-37.176,38.79,0
1151.0,11.0,0.0,-9.265,-6.707,-38.171,39.848,0
1154.0,11.0,0.0,-9.098,-7.296,-37.516,39.287,0
1155.0,11.0,0.0,-9.222,-7.881,-37.356,39.276,0
1156.0,11.0,0.0,-7.989,-6.559,-37.509,38.907,0
1157.0,11.0,0.0,-8.67,-7.297,-37.185,38.873,0
1158.0,11.0,0.0,-8.684,-7.287,-38.011,39.666,0
1165.0,11.0,0.0,-9.379,-6.87,-36.851,38.642,0
1166.0,11.0,0.0,-9.374,-7.302,-37.185,39.038,0
1168.0,11.0,0.0,-8.812,-8.155,-38.514,40.343,0
1169.0,11.0,0.0,-8.419,-6.271,-37.507,38.948,0
1170.0,11.0,0.0,-8.708,-6.555,-38.335,39.855,0
1171.0,11.0,0.0,-9.373,-7.59,-37.518,39.409,0
1173.0,11.0,0.0,-8.54,-6.715,-37.015,38.576,0
1174.0,11.0,0.0,-8.51,-8.167,-37.358,39.176,0
1176.0,11.0,0.0,-8.82,-7.864,-38.512,40.284,0
1178.0,11.0,0.0,-8.808,-7.872,-37.851,39.652,0
1179.0,11.0,0.0,-8.405,-6.854,-37.512,39.048,0
1180.0,11.0,0.0,-8.69,-7.283,-38.342,39.983,0
1183.0,11.0,0.0,-9.513,-7.878,-37.851,39.815,0
1184.0,11.0,0.0,-7.978,-7.568,-38.344,39.89,0
1186.0,11.0,0.0,-8.546,-6.711,-37.345,38.894,0
1187.0,11.0,0.0,-8.401,-7.572,-38.344,39.977,0
1189.0,11.0,0.0,-8.39,-8.008,-38.348,40.064,0
1191.0,11.0,0.0,-8.518,-7.876,-37.355,39.115,0
1193.0,11.0,0.0,-9.373,-7.59,-37.518,39.409,0
1194.0,11.0,0.0,-9.085,-7.591,-37.188,39.027,0
1203.0,12.0,0.0,-5.796,-11.605,-40.196,42.237,0
1205.0,12.0,0.0,-4.389,-11.306,-39.863,41.667,0
1209.0,12.0,0.0,-5.248,-11.446,-40.856,42.752,0
1212.0,12.0,0.0,-5.1,-11.593,-40.692,42.617,0
1213.0,12.0,0.0,-5.217,-11.897,-39.703,41.774,0
1216.0,12.0,0.0,-5.108,-11.302,-40.689,42.537,0
1217.0,12.0,0.0,-4.402,-11.583,-41.022,42.853,0
1224.0,12.0,0.0,-6.069,-12.329,-40.698,42.955,0
1225.0,12.0,0.0,-4.486,-13.197,-40.045,42.401,0
1227.0,12.0,0.0,-5.776,-12.763,-40.702,43.045,0
1228.0,12.0,0.0,-4.619,-13.061,-39.383,41.748,0
1229.0,12.0,0.0,-3.794,-12.896,-40.373,42.552,0
1232.0,12.0,0.0,-5.036,-13.068,-39.052,41.488,0
1233.0,12.0,0.0,-5.466,-13.209,-39.715,42.209,0
1234.0,12.0,0.0,-4.8,-12.462,-40.865,42.991,0
1237.0,12.0,0.0,-3.947,-12.317,-40.202,42.232,0
1238.0,12.0,0.0,-5.23,-12.174,-40.862,42.957,0
1239.0,12.0,0.0,-5.769,-13.054,-40.704,43.134,0
1240.0,12.0,0.0,-5.177,-12.926,-38.886,41.304,0
1241.0,12.0,0.0,-5.357,-12.042,-39.87,41.991,0
1242.0,12.0,0.0,-5.038,-13.782,-40.215,42.809,0
1245.0,12.0,0.0,-3.947,-12.317,-40.202,42.232,0
1246.0,12.0,0.0,-5.764,-12.342,-39.377,41.666,0
1248.0,12.0,0.0,-5.898,-12.491,-39.213,41.575,0
1251.0,12.0,0.0,-4.658,-12.032,-40.2,42.22,0
1252.0,12.0,0.0,-5.208,-12.475,-40.039,42.259,0
1253.0,12.0,0.0,-3.761,-13.205,-38.888,41.241,0
1254.0,12.0,0.0,-5.025,-14.077,-39.887,42.596,0
1255.0,12.0,0.0,-5.039,-13.495,-39.882,42.404,0
1256.0,12.0,0.0,-5.197,-12.912,-40.042,42.392,0
1261.0,12.0,0.0,-4.349,-12.334,-39.046,41.178,0
1262.0,12.0,0.0,-5.196,-13.199,-40.375,42.795,0
1263.0,12.0,0.0,-5.068,-12.33,-39.872,42.042,0
1265.0,12.0,0.0,-5.878,-13.649,-39.718,42.408,0
1266.0,12.0,0.0,-5.057,-12.767,-39.876,42.174,0
1268.0,12.0,0.0,-5.888,-12.928,-39.216,41.71,0
1271.0,12.0,0.0,-4.473,-12.92,-38.886,41.219,0
1272.0,12.0,0.0,-4.172,-13.932,-39.225,41.834,0
1273.0,12.0,0.0,-5.056,-13.054,-40.209,42.576,0
1274.0,12.0,0.0,-4.791,-12.468,-40.369,42.521,0
1275.0,12.0,0.0,-4.609,-13.783,-39.885,42.45,0
1277.0,12.0,0.0,-4.475,-13.634,-40.049,42.542,0
1278.0,12.0,0.0,-4.211,-12.904,-40.042,42.28,0
1279.0,12.0,0.0,-4.376,-12.03,-40.2,42.189,0
1281.0,12.0,0.0,-5.735,-13.507,-39.387,42.031,0
1282.0,12.0,0.0,-4.622,-13.487,-40.213,42.665,0
1286.0,12.0,0.0,-5.063,-12.763,-40.206,42.486,0
1288.0,12.0,0.0,-4.492,-13.193,-40.375,42.713,0
1292.0,12.0,0.0,-5.336,-13.487,-40.708,43.215,0
1296.0,12.0,0.0,-4.762,-13.203,-39.714,42.122,0
1305.0,13.0,0.0,-2.584,-16.951,-41.399,44.809,0
1308.0,13.0,0.0,-2.853,-17.248,-41.071,44.637,0
1311.0,13.0,0.0,-3.575,-16.526,-41.065,44.41,0
1313.0,13.0,0.0,-3.547,-17.691,-41.075,44.863,0
1321.0,13.0,0.0,-2.716,-17.53,-41.734,45.348,0
1327.0,13.0,0.0,-3.816,-18.417,-41.412,45.483,0
1328.0,13.0,0.0,-3.59,-16.516,-41.891,45.172,0
1329.0,13.0,0.0,-3.373,-18.571,-40.422,44.611,0
1331.0,13.0,0.0,-3.383,-18.134,-40.418,44.429,0
1333.0,13.0,0.0,-3.129,-17.254,-40.741,44.354,0
1334.0,13.0,0.0,-2.736,-16.372,-41.229,44.445,0
1335.0,13.0,0.0,-3.564,-16.963,-41.069,44.577,0
1336.0,13.0,0.0,-3.016,-16.805,-41.728,45.086,0
1337.0,13.0,0.0,-2.82,-17.986,-40.251,44.177,0
1339.0,13.0,0.0,-3.387,-18.561,-41.248,45.358,0
1340.0,13.0,0.0,-2.72,-16.812,-40.902,44.306,0
1341.0,13.0,0.0,-3.836,-17.974,-41.903,45.757,0
1342.0,13.0,0.0,-3.706,-16.82,-40.902,44.381,0
1343.0,13.0,0.0,-3.674,-18.131,-40.914,44.901,0
1344.0,13.0,0.0,-3.131,-17.968,-41.903,45.701,0
1345.0,13.0,0.0,-2.73,-16.376,-40.898,44.139,0
1346.0,13.0,0.0,-2.853,-17.248,-41.071,44.637,0
1347.0,13.0,0.0,-2.695,-17.831,-40.911,44.709,0
1349.0,13.0,0.0,-2.836,-17.689,-40.744,44.509,0
1350.0,13.0,0.0,-3.669,-18.563,-41.248,45.381,0
1351.0,13.0,0.0,-2.56,-17.682,-41.075,44.792,0
1355.0,13.0,0.0,-2.727,-17.094,-41.731,45.178,0
1356.0,13.0,0.0,-3.412,-18.114,-42.07,45.931,0
1357.0,13.0,0.0,-3.684,-17.121,-40.079,43.738,0
1358.0,13.0,0.0,-3.104,-17.701,-39.919,43.777,0
1359.0,13.0,0.0,-2.265,-18.119,-40.913,44.803,0
1360.0,13.0,0.0,-2.876,-16.516,-41.395,44.661,0
1364.0,13.0,0.0,-3.419,-17.823,-42.067,45.815,0
1365.0,13.0,0.0,-2.141,-16.961,-40.242,43.723,0
1366.0,13.0,0.0,-2.686,-17.837,-40.415,44.258,0
1367.0,13.0,0.0,-3.833,-17.26,-40.741,44.412,0
1368.0,13.0,0.0,-2.975,-18.121,-41.244,45.147,0
1369.0,13.0,0.0,-1.983,-18.116,-40.913,44.789,0
1371.0,13.0,0.0,-2.132,-17.683,-40.744,44.467,0
1372.0,13.0,0.0,-2.829,-17.98,-40.747,44.627,0
1373.0,13.0,0.0,-2.856,-17.675,-41.901,45.566,0
1374.0,13.0,0.0,-2.975,-18.121,-41.244,45.147,0
1376.0,13.0,0.0,-3.004,-17.529,-42.065,45.67,0
1377.0,13.0,0.0,-3.694,-17.544,-41.239,44.968,0
1380.0,13.0,0.0,-3.666,-17.849,-40.085,44.032,0
1384.0,13.0,0.0,-3.539,-17.982,-41.077,44.98,0
1385.0,13.0,0.0,-3.539,-17.982,-41.077,44.98,0
1387.0,13.0,0.0,-2.256,-18.125,-40.418,44.353,0
1388.0,13.0,0.0,-2.842,-17.685,-41.075,44.81,0
1390.0,13.0,0.0,-3.118,-17.691,-40.745,44.529,0
1402.0,14.0,0.0,-4.914,-23.839,-39.311,46.236,0
1403.0,14.0,0.0,-4.778,-24.121,-39.974,46.932,0
1407.0,14.0,0.0,-4.923,-23.833,-39.806,46.656,0
1420.0,14.0,0.0,-4.322,-24.855,-39.154,46.578,0
1421.0,14.0,0.0,-5.722,-24.444,-37.994,45.539,0
1424.0,14.0,0.0,-5.047,-23.702,-38.649,45.618,0
1425.0,14.0,0.0,-5.619,-23.272,-38.48,45.32,0
1426.0,14.0,0.0,-4.882,-24.576,-38.491,45.928,0
1427.0,14.0,0.0,-4.34,-24.127,-39.148,46.19,0
1428.0,14.0,0.0,-4.765,-23.7,-38.649,45.586,0
1430.0,14.0,0.0,-4.171,-24.574,-38.161,45.58,0
1431.0,14.0,0.0,-4.765,-23.7,-38.649,45.586,0
1434.0,14.0,0.0,-4.878,-25.294,-39.323,47.01,0
1436.0,14.0,0.0,-5.203,-23.55,-39.308,46.117,0
1437.0,14.0,0.0,-5.052,-24.414,-39.977,47.114,0
1441.0,14.0,0.0,-5.013,-24.871,-38.329,45.965,0
1442.0,14.0,0.0,-5.703,-25.459,-38.334,46.37,0
1443.0,14.0,0.0,-5.065,-24.119,-40.305,47.242,0
1445.0,14.0,0.0,-5.461,-24.428,-39.151,46.468,0
1447.0,14.0,0.0,-5.734,-24.436,-38.655,46.089,0
1449.0,14.0,0.0,-5.164,-24.579,-38.491,45.96,0
1450.0,14.0,0.0,-4.754,-24.137,-38.653,45.817,0
1452.0,14.0,0.0,-5.893,-23.566,-38.482,45.508,0
1453.0,14.0,0.0,-5.886,-23.857,-38.485,45.661,0
1454.0,14.0,0.0,-4.195,-24.987,-40.147,47.474,0
1455.0,14.0,0.0,-5.844,-25.316,-38.167,46.171,0
1456.0,14.0,0.0,-5.992,-25.17,-38.331,46.246,0
1457.0,14.0,0.0,-4.749,-24.14,-38.322,45.54,0
1458.0,14.0,0.0,-5.205,-23.835,-39.806,46.688,0
1460.0,14.0,0.0,-4.471,-23.849,-38.154,45.216,0
1462.0,14.0,0.0,-4.488,-24.553,-40.143,47.27,0
1465.0,14.0,0.0,-5.164,-24.579,-38.491,45.96,0
1466.0,14.0,0.0,-5.018,-25.439,-39.49,47.242,0
1467.0,14.0,0.0,-4.161,-25.011,-38.165,45.819,0
1468.0,14.0,0.0,-5.598,-23.858,-38.155,45.347,0
1469.0,14.0,0.0,-5.009,-24.444,-37.499,45.042,0
1472.0,14.0,0.0,-4.445,-25.727,-39.327,47.205,0
1475.0,14.0,0.0,-4.853,-25.741,-38.501,46.567,0
1477.0,14.0,0.0,-4.059,-24.125,-39.148,46.163,0
1478.0,14.0,0.0,-4.051,-24.416,-39.151,46.318,0
1481.0,14.0,0.0,-5.147,-25.019,-38.165,45.924,0
1483.0,14.0,0.0,-4.026,-24.862,-38.328,45.863,0
1485.0,14.0,0.0,-4.769,-24.127,-39.479,46.512,0
1486.0,14.0,0.0,-4.332,-24.133,-38.653,45.773,0
1487.0,14.0,0.0,-4.159,-25.298,-38.497,46.253,0
1490.0,14.0,0.0,-4.744,-25.146,-39.487,47.054,0
1491.0,14.0,0.0,-5.178,-24.569,-39.317,46.651,0
1493.0,14.0,0.0,-5.421,-24.884,-37.503,45.333,0
1495.0,14.0,0.0,-4.308,-24.865,-38.328,45.89,0
1498.0,14.0,0.0,-4.319,-24.428,-38.325,45.653,0
1501.0,15.0,0.0,-4.961,-21.374,-38.463,44.282,0
1508.0,15.0,0.0,-5.235,-21.095,-37.635,43.46,0
1509.0,15.0,0.0,-4.962,-21.087,-38.131,43.854,0
1510.0,15.0,0.0,-5.51,-21.245,-37.471,43.426,0
1511.0,15.0,0.0,-4.116,-21.223,-38.297,43.978,0
1512.0,15.0,0.0,-4.392,-21.23,-37.967,43.72,0
1513.0,15.0,0.0,-4.401,-20.508,-37.465,42.936,0
1514.0,15.0,0.0,-5.216,-21.394,-36.977,43.037,0
1515.0,15.0,0.0,-5.089,-20.954,-37.138,42.944,0
1519.0,15.0,0.0,-4.825,-20.224,-37.132,42.557,0
1522.0,15.0,0.0,-4.807,-20.952,-37.138,42.911,0
1523.0,15.0,0.0,-5.647,-22.108,-38.47,44.728,0
1524.0,15.0,0.0,-4.377,-21.239,-37.141,43.008,0
1526.0,15.0,0.0,-3.956,-22.094,-38.47,44.539,0
1527.0,15.0,0.0,-4.546,-20.792,-38.128,43.666,0
1528.0,15.0,0.0,-4.383,-21.236,-37.471,43.292,0
1529.0,15.0,0.0,-5.224,-21.103,-36.974,42.892,0
1530.0,15.0,0.0,-4.39,-20.944,-37.468,43.149,0
1531.0,15.0,0.0,-5.104,-20.944,-37.964,43.658,0
1532.0,15.0,0.0,-4.953,-21.093,-37.635,43.426,0
1533.0,15.0,0.0,-3.983,-20.788,-38.128,43.609,0
1534.0,15.0,0.0,-5.507,-21.963,-38.303,44.495,0
1536.0,15.0,0.0,-4.116,-21.223,-38.297,43.978,0
1539.0,15.0,0.0,-4.085,-21.674,-37.144,43.199,0
1540.0,15.0,0.0,-5.07,-21.969,-37.477,43.737,0
1541.0,15.0,0.0,-4.373,-22.245,-38.306,44.512,0
1543.0,15.0,0.0,-4.098,-21.951,-38.303,44.337,0
1544.0,15.0,0.0,-6.065,-21.971,-37.973,44.289,0
1545.0,15.0,0.0,-4.906,-22.556,-36.987,43.599,0
1546.0,15.0,0.0,-4.069,-21.971,-36.651,42.925,0
1547.0,15.0,0.0,-5.192,-22.842,-37.65,44.342,0
1549.0,15.0,0.0,-4.352,-22.258,-37.149,43.525,0
1551.0,15.0,0.0,-4.955,-21.378,-38.133,43.997,0
1552.0,15.0,0.0,-5.088,-21.241,-37.471,43.372,0
1553.0,15.0,0.0,-5.229,-21.099,-37.305,43.176,0
1556.0,15.0,0.0,-4.218,-22.11,-37.313,43.577,0
1558.0,15.0,0.0,-4.935,-21.392,-36.977,43.003,0
1559.0,15.0,0.0,-4.943,-22.102,-38.47,44.641,0
1561.0,15.0,0.0,-5.771,-22.693,-38.31,44.899,0
1562.0,15.0,0.0,-5.651,-21.39,-37.638,43.658,0
1563.0,15.0,0.0,-5.059,-22.978,-38.312,44.96,0
1564.0,15.0,0.0,-4.492,-21.831,-36.485,42.754,0
1566.0,15.0,0.0,-5.096,-21.236,-37.967,43.799,0
1568.0,15.0,0.0,-4.538,-21.37,-38.463,44.235,0
1571.0,15.0,0.0,-5.776,-21.688,-37.145,43.399,0
1573.0,15.0,0.0,-5.211,-21.827,-37.311,43.539,0
1576.0,15.0,0.0,-5.478,-21.983,-36.651,43.088,0
1577.0,15.0,0.0,-5.912,-22.551,-38.143,44.703,0
1584.0,15.0,0.0,-5.057,-22.264,-37.15,43.605,0
1586.0,15.0,0.0,-4.083,-21.961,-37.477,43.629,0
1604.0,16.0,0.0,-4.95,-19.377,-34.977,40.291,0
1607.0,16.0,0.0,-3.942,-19.67,-34.153,39.609,0
1612.0,16.0,0.0,-4.102,-19.229,-34.645,39.835,0
1621.0,16.0,0.0,-4.35,-19.827,-33.494,39.165,0
1623.0,16.0,0.0,-4.238,-19.663,-34.979,40.35,0
1624.0,16.0,0.0,-5.103,-19.227,-35.471,40.668,0
1625.0,16.0,0.0,-5.653,-19.67,-35.31,40.813,0
1626.0,16.0,0.0,-4.77,-20.261,-33.993,39.86,0
1627.0,16.0,0.0,-4.373,-19.239,-33.984,39.296,0
1628.0,16.0,0.0,-4.779,-19.54,-33.491,39.068,0
1631.0,16.0,0.0,-4.544,-18.933,-35.303,40.317,0
1632.0,16.0,0.0,-4.925,-20.396,-34.986,40.795,0
1633.0,16.0,0.0,-4.248,-18.941,-34.477,39.566,0
1634.0,16.0,0.0,-4.371,-19.526,-34.317,39.725,0
1635.0,16.0,0.0,-5.234,-18.949,-34.477,39.688,0
1637.0,16.0,0.0,-4.378,-19.235,-34.315,39.581,0
1638.0,16.0,0.0,-5.045,-20.555,-33.996,40.046,0
1640.0,16.0,0.0,-4.527,-19.374,-34.977,40.239,0
1641.0,16.0,0.0,-4.779,-19.54,-33.491,39.068,0
1644.0,16.0,0.0,-4.903,-20.125,-33.331,39.243,0
1645.0,16.0,0.0,-4.797,-18.812,-33.485,38.706,0
1647.0,16.0,0.0,-4.251,-19.368,-35.307,40.494,0
1650.0,16.0,0.0,-4.386,-19.516,-35.143,40.437,0
1652.0,16.0,0.0,-5.069,-19.823,-34.32,39.956,0
1653.0,16.0,0.0,-5.25,-18.652,-34.97,39.98,0
1654.0,16.0,0.0,-3.948,-19.666,-34.484,39.893,0
1655.0,16.0,0.0,-4.812,-18.802,-34.311,39.42,0
1656.0,16.0,0.0,-5.497,-19.823,-34.65,40.296,0
1659.0,16.0,0.0,-4.769,-20.549,-34.326,40.29,0
1660.0,16.0,0.0,-4.384,-19.231,-34.645,39.866,0
1662.0,16.0,0.0,-5.043,-20.27,-33.498,39.476,0
1663.0,16.0,0.0,-4.819,-18.511,-34.308,39.28,0
1667.0,16.0,0.0,-4.486,-20.117,-33.661,39.471,0
1668.0,16.0,0.0,-5.216,-19.677,-34.484,40.044,0
